Name,Size,Age,Color,Breed
Yxh,9,43,black,Common Welsh Green
Adub,15,37,black,Hebridean Black
Aebhi,7,32,blue,Hebridean Black
Afa,11,36,white,Hebridean Black
Afdetgm,0,26,blue,Hebridean Black
Ahlvqq,11,75,red,Hebridean Black
Ajfjgmw,17,100,black,Hebridean Black
Ajitg,19,2,black,Hebridean Black
Alc,6,77,blue,Hebridean Black
Alil,4,36,red,Hebridean Black
Aokhewo,11,8,blue,Hebridean Black
Aolb,18,41,blue,Hebridean Black
Aqrv,0,88,red,Hebridean Black
Arfksi,1,35,white,Hebridean Black
Aryl,12,11,white,Hebridean Black
Ateq,20,61,red,Hebridean Black
Aufhb,16,79,black,Hebridean Black
Baci,11,45,blue,Hebridean Black
Bctqfwi,4,77,white,Hebridean Black
Bdqmhdyw,18,23,black,Hebridean Black
Beykvtb,0,58,black,Hebridean Black
Bfcan,8,59,white,Hebridean Black
Bgb,15,26,red,Hebridean Black
Bhoitn,20,18,white,Hebridean Black
Bjmxlx,8,70,blue,Hebridean Black
Bjr,9,96,blue,Hebridean Black
Bjstrko,9,50,blue,Hebridean Black
Bjvuwayt,16,35,red,Hebridean Black
Bkmn,20,40,red,Hebridean Black
Blangjt,6,5,black,Hebridean Black
Blsplg,14,30,black,Hebridean Black
Bnd,3,45,red,Hebridean Black
Bnv,6,19,white,Hebridean Black
Bpftx,9,81,white,Hebridean Black
Btg,16,61,blue,Hebridean Black
Bvy,8,95,red,Hebridean Black
Bweo,9,6,red,Hebridean Black
Bwp,3,2,red,Hebridean Black
Byqnv,1,88,white,Hebridean Black
Casaq,20,93,red,Hebridean Black
Cbgta,15,83,black,Hebridean Black
Cbu,10,14,red,Hebridean Black
Cdacjywb,1,24,black,Hebridean Black
Cfsytga,7,61,black,Hebridean Black
Chme,14,46,red,Hebridean Black
Ciodj,9,69,black,Hebridean Black
Ckeu,11,81,white,Hebridean Black
Cpq,5,14,blue,Hebridean Black
Cunu,9,5,black,Hebridean Black
Cvgobjq,6,64,white,Hebridean Black
Cxhrn,20,69,black,Hebridean Black
Cxhttsgv,20,68,white,Hebridean Black
Cxqqck,19,62,black,Hebridean Black
Cyb,3,23,white,Hebridean Black
Ddrqp,5,41,red,Hebridean Black
Ddtqikut,7,85,blue,Hebridean Black
Dedkb,5,15,black,Hebridean Black
Dfvty,18,95,white,Hebridean Black
Dhjjusl,1,57,white,Hebridean Black
Diss,1,98,black,Hebridean Black
Dqakko,3,43,black,Hebridean Black
Dqyda,13,99,black,Hebridean Black
Duyvolk,12,74,white,Hebridean Black
Dvg,13,55,blue,Hebridean Black
Dvh,6,14,white,Hebridean Black
Dvmkahx,18,4,red,Hebridean Black
Dvv,7,11,white,Hebridean Black
Dvv,7,11,white,Hebridean Black
Dwm,3,11,blue,Hebridean Black
Dxvvot,6,40,red,Hebridean Black
Dxvxcfa,11,51,black,Hebridean Black
Dyfvuqa,9,48,blue,Hebridean Black
Eblcru,11,47,white,Hebridean Black
Eekops,15,50,blue,Hebridean Black
Egoa,1,6,blue,Hebridean Black
Ejphwfqo,5,41,blue,Hebridean Black
Ekbethnx,11,9,red,Hebridean Black
Eliowp,0,91,white,Hebridean Black
Elqvdksf,17,74,red,Hebridean Black
Emjdgh,6,92,black,Hebridean Black
Eoaprb,10,39,blue,Hebridean Black
Eok,10,49,black,Hebridean Black
Epegsudi,9,29,red,Hebridean Black
Epexmyk,15,77,white,Hebridean Black
Eppwojhv,2,39,white,Hebridean Black
Ermc,9,4,black,Hebridean Black
Esaxvcwq,18,3,blue,Hebridean Black
Esqbleyq,9,74,red,Hebridean Black
Esvwon,20,31,white,Hebridean Black
Euj,1,78,black,Hebridean Black
Euj,1,78,black,Hebridean Black
Euoogxp,1,10,white,Hebridean Black
Evlaqyj,16,24,red,Hebridean Black
Exgpb,3,15,blue,Hebridean Black
Faulw,5,63,black,Hebridean Black
Fcdxja,3,67,black,Hebridean Black
Fghmk,20,61,white,Hebridean Black
Fhrft,7,82,black,Hebridean Black
Fhwvvj,15,37,blue,Hebridean Black
Flrytfr,18,68,blue,Hebridean Black
Fosqdi,5,40,black,Hebridean Black
Frmlm,7,96,white,Hebridean Black
Ftp,13,19,red,Hebridean Black
Fushxt,7,15,white,Hebridean Black
Fwh,3,58,red,Hebridean Black
Gadrlvro,18,77,blue,Hebridean Black
Gaemfe,5,15,black,Hebridean Black
Gaxwq,11,66,black,Hebridean Black
Gbk,2,78,black,Hebridean Black
Gblipk,6,32,red,Hebridean Black
Gctguv,4,4,white,Hebridean Black
Gcvgp,3,44,white,Hebridean Black
Gedvdgpv,11,55,black,Hebridean Black
Gekmej,15,5,black,Hebridean Black
Gfv,5,67,blue,Hebridean Black
Gjrdt,16,89,blue,Hebridean Black
Gkfne,3,49,red,Hebridean Black
Glesunjf,5,66,black,Hebridean Black
Gnbii,18,72,black,Hebridean Black
Gpufub,2,41,blue,Hebridean Black
Gtp,9,42,black,Hebridean Black
Gtw,15,98,white,Hebridean Black
Gwc,20,47,white,Hebridean Black
Hbfppkn,17,35,white,Hebridean Black
Hbqkk,18,72,red,Hebridean Black
Hepol,16,26,white,Hebridean Black
Hhcjqbde,5,74,blue,Hebridean Black
Hjrpcskj,16,97,white,Hebridean Black
Hqdlurrb,3,7,black,Hebridean Black
Hrbq,3,57,blue,Hebridean Black
Hrdv,1,42,red,Hebridean Black
Hrt,0,55,white,Hebridean Black
Hshbquai,11,98,blue,Hebridean Black
Hwaaaei,10,1,white,Hebridean Black
Icy,7,90,blue,Hebridean Black
Iej,11,6,white,Hebridean Black
Iemhf,3,57,black,Hebridean Black
Ierhgen,13,36,white,Hebridean Black
Ijihp,18,34,white,Hebridean Black
Ijrb,6,27,white,Hebridean Black
Ikjscj,13,90,black,Hebridean Black
Ikvrddf,8,96,white,Hebridean Black
Ildkq,2,56,red,Hebridean Black
Ina,9,57,white,Hebridean Black
Iog,3,45,blue,Hebridean Black
Ipj,3,83,blue,Hebridean Black
Irktp,8,53,black,Hebridean Black
Irllwoht,2,51,red,Hebridean Black
Ivgjtv,19,56,black,Hebridean Black
Ivkkusf,11,42,white,Hebridean Black
Iwk,20,50,red,Hebridean Black
Iwqpg,8,50,red,Hebridean Black
Ixafwop,14,99,black,Hebridean Black
Ixbrf,7,22,red,Hebridean Black
Jcoyv,1,41,blue,Hebridean Black
Jdt,5,38,black,Hebridean Black
Jlis,10,16,black,Hebridean Black
Jmln,5,40,blue,Hebridean Black
Jnp,5,21,red,Hebridean Black
Johsb,0,23,black,Hebridean Black
Jou,12,26,white,Hebridean Black
Jpuawjlx,0,89,black,Hebridean Black
Jqfgdm,10,94,blue,Hebridean Black
Jsh,18,2,red,Hebridean Black
Jukyaikx,17,39,black,Hebridean Black
Jvrltsr,18,66,black,Hebridean Black
Jvykrxd,9,35,red,Hebridean Black
Jxhw,14,90,white,Hebridean Black
Jyb,20,18,red,Hebridean Black
Kaq,8,29,white,Hebridean Black
Kathspj,1,31,red,Hebridean Black
Kdhxrl,9,92,black,Hebridean Black
Kfb,13,17,white,Hebridean Black
Kfea,17,8,white,Hebridean Black
Khjitl,3,54,black,Hebridean Black
Kiatu,8,45,blue,Hebridean Black
Kmuetcms,19,71,black,Hebridean Black
Kotntkiu,17,98,red,Hebridean Black
Kowqvr,17,36,black,Hebridean Black
Krp,13,33,red,Hebridean Black
Ksdrt,7,55,blue,Hebridean Black
Kulwsiu,3,44,white,Hebridean Black
Kvge,15,96,red,Hebridean Black
Kwp,14,31,blue,Hebridean Black
Kwpqspx,20,36,red,Hebridean Black
Kxj,10,25,blue,Hebridean Black
Kycw,20,52,red,Hebridean Black
Leupqaa,9,40,white,Hebridean Black
Lflec,9,97,red,Hebridean Black
Lfvgypco,12,56,red,Hebridean Black
Lhcuefv,14,55,blue,Hebridean Black
Lhr,1,24,blue,Hebridean Black
Lhv,14,91,blue,Hebridean Black
Lirobcs,3,31,white,Hebridean Black
Ljrgf,7,18,blue,Hebridean Black
Lkw,15,23,red,Hebridean Black
Lldcfhh,7,31,red,Hebridean Black
Lmabhg,8,44,white,Hebridean Black
Lmylrqyb,16,98,black,Hebridean Black
Lqtuyqjy,13,92,red,Hebridean Black
Ltpni,15,45,white,Hebridean Black
Ludqj,17,17,white,Hebridean Black
Lvuqbgdv,11,2,red,Hebridean Black
Lwncjvqk,9,36,black,Hebridean Black
Mamrwj,14,31,black,Hebridean Black
Mcibbiyu,2,78,blue,Hebridean Black
Mclx,2,82,blue,Hebridean Black
Meoi,9,20,white,Hebridean Black
Mfutw,4,8,black,Hebridean Black
Mgmtiv,16,34,black,Hebridean Black
Mhyeblp,10,1,black,Hebridean Black
Mja,12,48,red,Hebridean Black
Mjcj,6,97,red,Hebridean Black
Mkmx,5,79,blue,Hebridean Black
Mlsta,20,100,red,Hebridean Black
Mmegbh,3,95,white,Hebridean Black
Mnjy,14,29,black,Hebridean Black
Mvjs,14,29,black,Hebridean Black
Mxq,3,80,blue,Hebridean Black
Mxxhrb,8,40,white,Hebridean Black
Mydko,1,50,black,Hebridean Black
Nakeo,14,50,white,Hebridean Black
Nbi,8,12,black,Hebridean Black
Nbmb,12,92,red,Hebridean Black
Nbtti,14,93,blue,Hebridean Black
Ncqfmrk,17,59,blue,Hebridean Black
Nctrebcq,8,38,blue,Hebridean Black
Ncygome,20,95,blue,Hebridean Black
Nguyfjw,6,23,blue,Hebridean Black
Nguyxhvw,16,16,red,Hebridean Black
Niqmywr,13,38,blue,Hebridean Black
Njd,3,74,blue,Hebridean Black
Nkhuir,11,34,red,Hebridean Black
Nloobby,20,94,blue,Hebridean Black
Nluawq,0,82,red,Hebridean Black
Ntfq,18,77,red,Hebridean Black
Nvfgvswb,3,71,black,Hebridean Black
Nxbqryas,15,61,black,Hebridean Black
Nxiakx,19,40,blue,Hebridean Black
Nyipramb,20,100,white,Hebridean Black
Ockpjfdj,20,23,red,Hebridean Black
Odgapkqg,5,74,blue,Hebridean Black
Ofx,14,1,blue,Hebridean Black
Ogsrpa,16,86,white,Hebridean Black
Ojjljkir,6,75,black,Hebridean Black
Okbff,6,39,white,Hebridean Black
Okfxafen,0,38,black,Hebridean Black
Okhpi,20,91,black,Hebridean Black
Omf,13,94,white,Hebridean Black
Omgik,7,77,blue,Hebridean Black
Onfchahd,18,98,white,Hebridean Black
Ornjtr,15,49,red,Hebridean Black
Owyfl,14,84,black,Hebridean Black
Pdce,8,36,blue,Hebridean Black
Pgcpgbcf,15,89,white,Hebridean Black
Pim,14,97,red,Hebridean Black
Pipyt,14,81,black,Hebridean Black
Pkd,7,65,red,Hebridean Black
Pkriym,20,20,red,Hebridean Black
Pltswm,18,47,red,Hebridean Black
Pmrgxhp,5,100,blue,Hebridean Black
Pmsqr,10,8,red,Hebridean Black
Ppabcuu,11,54,blue,Hebridean Black
Pqddbioa,8,33,black,Hebridean Black
Praakxkh,17,65,black,Hebridean Black
Pthak,20,70,black,Hebridean Black
Ptspraty,7,75,black,Hebridean Black
Pvvk,19,74,white,Hebridean Black
Pwoqm,7,2,blue,Hebridean Black
Pytqviuc,3,2,white,Hebridean Black
Qceb,3,63,black,Hebridean Black
Qes,0,84,blue,Hebridean Black
Qewdvlv,0,81,red,Hebridean Black
Qfb,0,63,black,Hebridean Black
Qgok,13,80,blue,Hebridean Black
Qhbrxjby,9,92,white,Hebridean Black
Qigry,7,91,blue,Hebridean Black
Qilvfxo,17,51,red,Hebridean Black
Qism,17,70,white,Hebridean Black
Qjdlvyey,0,67,black,Hebridean Black
Qjetntd,7,70,white,Hebridean Black
Qkeoriqi,16,13,white,Hebridean Black
Qmpdk,1,100,red,Hebridean Black
Qnltkrah,5,1,black,Hebridean Black
Qosy,14,82,blue,Hebridean Black
Qpai,14,23,black,Hebridean Black
Qtagva,13,28,black,Hebridean Black
Qusoau,18,39,red,Hebridean Black
Qyknhp,14,55,red,Hebridean Black
Racbsj,2,39,white,Hebridean Black
Rbj,15,82,red,Hebridean Black
Rcctgfom,7,6,black,Hebridean Black
Rdg,14,37,blue,Hebridean Black
Rdm,4,40,white,Hebridean Black
Rdy,17,50,blue,Hebridean Black
Redxthf,13,53,blue,Hebridean Black
Reu,9,93,black,Hebridean Black
Rgumchbs,1,53,white,Hebridean Black
Rifgthd,9,83,red,Hebridean Black
Rjswc,0,42,black,Hebridean Black
Rklwupdt,16,24,black,Hebridean Black
Rkovh,6,78,black,Hebridean Black
Rmdyy,19,24,black,Hebridean Black
Rnjbte,8,62,blue,Hebridean Black
Rqrogve,11,6,black,Hebridean Black
Rrvt,8,18,red,Hebridean Black
Seysws,18,86,red,Hebridean Black
Sifflv,7,74,white,Hebridean Black
Slciygy,11,39,black,Hebridean Black
Sovw,15,62,blue,Hebridean Black
Sqh,19,43,red,Hebridean Black
Sqnyc,12,32,black,Hebridean Black
Sry,17,37,black,Hebridean Black
Stijnws,7,85,blue,Hebridean Black
Stos,3,2,blue,Hebridean Black
Svew,1,35,white,Hebridean Black
Svifqg,15,10,blue,Hebridean Black
Svppevji,11,77,blue,Hebridean Black
Svsjbyg,13,66,black,Hebridean Black
Takjy,14,9,black,Hebridean Black
Taxtw,12,89,white,Hebridean Black
Tbdf,12,38,white,Hebridean Black
Tbft,20,53,blue,Hebridean Black
Tbpe,15,27,white,Hebridean Black
Tbrv,2,16,red,Hebridean Black
Tcfen,10,77,black,Hebridean Black
Tdtte,16,93,black,Hebridean Black
Thrrwknq,9,43,black,Hebridean Black
Thxn,2,61,black,Hebridean Black
Tiwh,19,44,white,Hebridean Black
Tqr,13,93,red,Hebridean Black
Tqty,2,39,white,Hebridean Black
Trswgl,15,6,red,Hebridean Black
Ttc,9,31,black,Hebridean Black
Twxobe,14,54,blue,Hebridean Black
Txfvjg,7,67,black,Hebridean Black
Uaqgije,17,21,black,Hebridean Black
Ucjqj,20,62,black,Hebridean Black
Ueeuew,15,95,red,Hebridean Black
Ugdyekqp,19,23,white,Hebridean Black
Uifvt,13,37,white,Hebridean Black
Ukfawwtd,19,7,blue,Hebridean Black
Unknv,16,94,white,Hebridean Black
Uobhssg,19,36,white,Hebridean Black
Urly,17,28,white,Hebridean Black
Usevf,6,45,red,Hebridean Black
Utjdopji,8,16,blue,Hebridean Black
Uupjoghb,6,50,blue,Hebridean Black
Uvjg,9,56,red,Hebridean Black
Uvjvjoc,8,8,black,Hebridean Black
Uwhq,5,42,black,Hebridean Black
Uyvkya,12,42,black,Hebridean Black
Vbalpg,2,60,blue,Hebridean Black
Vblvnu,8,1,black,Hebridean Black
Vbqulp,18,80,blue,Hebridean Black
Vcjoww,12,51,black,Hebridean Black
Vcy,0,59,black,Hebridean Black
Vedmxqk,17,12,red,Hebridean Black
Vibx,0,97,white,Hebridean Black
Vikot,15,85,red,Hebridean Black
Vjkb,17,91,red,Hebridean Black
Vklt,17,57,white,Hebridean Black
Vlllbwds,19,74,blue,Hebridean Black
Vmjyek,2,75,black,Hebridean Black
Vnonub,0,35,black,Hebridean Black
Vnpta,12,76,white,Hebridean Black
Vnsc,4,61,black,Hebridean Black
Vsgsjy,17,18,black,Hebridean Black
Vsniydet,12,72,white,Hebridean Black
Vtiiu,3,54,white,Hebridean Black
Vtusxvt,3,5,blue,Hebridean Black
Vumnpwd,3,32,black,Hebridean Black
Vumorfor,15,86,white,Hebridean Black
Vurg,18,94,red,Hebridean Black
Vvsqnl,18,53,red,Hebridean Black
Vyq,0,14,black,Hebridean Black
Vyvyruyv,14,1,black,Hebridean Black
Wbt,1,50,red,Hebridean Black
Wbw,14,71,white,Hebridean Black
Whgasnm,7,81,blue,Hebridean Black
Wpaklh,16,68,black,Hebridean Black
Wpmybgl,4,95,black,Hebridean Black
Wqqvqt,8,50,blue,Hebridean Black
Wsxaqnrv,17,92,white,Hebridean Black
Wsxyh,19,18,red,Hebridean Black
Wyrqi,12,78,white,Hebridean Black
Wytgpyd,18,73,red,Hebridean Black
Xfjqxj,2,28,black,Hebridean Black
Xgurl,11,78,red,Hebridean Black
Xhd,2,38,blue,Hebridean Black
Xjiworke,6,68,black,Hebridean Black
Xms,7,40,white,Hebridean Black
Xnt,4,38,red,Hebridean Black
Xsyhfq,13,75,blue,Hebridean Black
Xtmf,2,30,black,Hebridean Black
Xwppvwd,13,77,white,Hebridean Black
Xws,13,20,white,Hebridean Black
Yahbjsyo,16,50,black,Hebridean Black
Ydbdfdn,13,89,blue,Hebridean Black
Yibqnkvc,4,34,white,Hebridean Black
Yjl,5,22,white,Hebridean Black
Yml,10,17,red,Hebridean Black
Ypec,11,15,blue,Hebridean Black
Ypqjtl,7,44,red,Hebridean Black
Yqfpg,14,47,white,Hebridean Black
Yrxgx,14,41,red,Hebridean Black
Ysy,1,68,black,Hebridean Black
Yuavkg,0,65,blue,Hebridean Black
Yuduq,2,52,blue,Hebridean Black
Yxaumt,4,67,blue,Hebridean Black
Yxi,1,100,blue,Hebridean Black
Yxiqkw,11,78,white,Hebridean Black
Yydbmeb,19,42,red,Hebridean Black
Yyqx,12,89,black,Hebridean Black
Aadscny,11,7,white,Hungarian Horntail
Aas,15,99,white,Hungarian Horntail
Acstfuld,13,40,blue,Hungarian Horntail
Aduxwxcu,0,81,red,Hungarian Horntail
Aeaoqmw,4,85,blue,Hungarian Horntail
Aetyysq,15,47,white,Hungarian Horntail
Afn,5,28,red,Hungarian Horntail
Afojuj,8,27,blue,Hungarian Horntail
Ahn,4,66,blue,Hungarian Horntail
Ahpe,4,94,blue,Hungarian Horntail
Ajj,16,5,red,Hungarian Horntail
Aksjfbc,15,68,black,Hungarian Horntail
Anbmk,17,32,black,Hungarian Horntail
Anjv,15,37,blue,Hungarian Horntail
Aolekjvu,10,99,red,Hungarian Horntail
Apfk,10,28,white,Hungarian Horntail
Aqjwd,18,7,red,Hungarian Horntail
Aub,12,12,white,Hungarian Horntail
Auciaon,7,25,blue,Hungarian Horntail
Avycwwec,3,1,blue,Hungarian Horntail
Awmg,6,61,black,Hungarian Horntail
Axf,16,30,blue,Hungarian Horntail
Axsc,10,79,black,Hungarian Horntail
Bbpd,6,44,black,Hungarian Horntail
Bco,14,5,blue,Hungarian Horntail
Bes,7,8,red,Hungarian Horntail
Bhbikydg,19,21,red,Hungarian Horntail
Bhe,11,83,red,Hungarian Horntail
Bicto,15,22,red,Hungarian Horntail
Biekvkp,4,73,blue,Hungarian Horntail
Bka,8,11,white,Hungarian Horntail
Bpwta,13,95,blue,Hungarian Horntail
Brpk,5,93,red,Hungarian Horntail
Bvuoyyrp,3,45,red,Hungarian Horntail
Bwrwjtog,20,50,red,Hungarian Horntail
Bxewkonm,19,63,white,Hungarian Horntail
Bxl,7,98,red,Hungarian Horntail
Chfa,8,21,white,Hungarian Horntail
Cisqar,4,80,white,Hungarian Horntail
Ckkxeq,15,3,black,Hungarian Horntail
Ckutssvr,6,27,white,Hungarian Horntail
Ckx,16,58,white,Hungarian Horntail
Ckyvxoms,1,25,blue,Hungarian Horntail
Ckyxtp,15,43,blue,Hungarian Horntail
Cljlwfe,6,13,black,Hungarian Horntail
Cqpivd,4,63,black,Hungarian Horntail
Cqrel,10,22,white,Hungarian Horntail
Cskkhi,6,24,black,Hungarian Horntail
Cspopmp,4,82,red,Hungarian Horntail
Ctnew,17,88,red,Hungarian Horntail
Cvdho,2,30,white,Hungarian Horntail
Cysgob,13,68,red,Hungarian Horntail
Daboiexp,10,44,red,Hungarian Horntail
Dai,18,32,blue,Hungarian Horntail
Dasvm,3,81,white,Hungarian Horntail
Dbdtq,18,17,blue,Hungarian Horntail
Dcsvejy,16,54,red,Hungarian Horntail
Dcxfli,1,83,white,Hungarian Horntail
Dfdlsutk,0,72,white,Hungarian Horntail
Dfijhou,7,58,black,Hungarian Horntail
Dgl,3,42,white,Hungarian Horntail
Dgnep,1,15,blue,Hungarian Horntail
Djcwksn,6,31,red,Hungarian Horntail
Dji,15,64,black,Hungarian Horntail
Dju,12,100,white,Hungarian Horntail
Dku,7,41,black,Hungarian Horntail
Dly,10,21,blue,Hungarian Horntail
Dmnxup,16,56,white,Hungarian Horntail
Dnoqeqx,15,76,blue,Hungarian Horntail
Drb,10,49,red,Hungarian Horntail
Dxp,16,20,white,Hungarian Horntail
Dyju,14,71,white,Hungarian Horntail
Ealyqp,20,25,black,Hungarian Horntail
Echq,4,19,white,Hungarian Horntail
Ecta,11,86,black,Hungarian Horntail
Edekvluw,9,53,white,Hungarian Horntail
Edren,5,92,red,Hungarian Horntail
Edu,12,46,black,Hungarian Horntail
Eeleuk,0,74,black,Hungarian Horntail
Eij,10,72,blue,Hungarian Horntail
Ejjijge,3,30,white,Hungarian Horntail
Ekchdeti,10,99,blue,Hungarian Horntail
Ekp,17,28,red,Hungarian Horntail
Emcrwoud,17,33,black,Hungarian Horntail
Enrxsqfr,15,53,black,Hungarian Horntail
Eqjvumaa,10,70,white,Hungarian Horntail
Eqkdrsq,15,18,blue,Hungarian Horntail
Eqoy,14,54,white,Hungarian Horntail
Equijj,20,24,red,Hungarian Horntail
Ergik,17,35,white,Hungarian Horntail
Esl,20,17,white,Hungarian Horntail
Esl,20,17,white,Hungarian Horntail
Eya,2,70,blue,Hungarian Horntail
Farf,7,16,black,Hungarian Horntail
Fccca,11,32,blue,Hungarian Horntail
Fectquk,7,14,blue,Hungarian Horntail
Ferh,11,90,white,Hungarian Horntail
Fhedjquv,9,94,black,Hungarian Horntail
Fhidn,6,33,blue,Hungarian Horntail
Fhjxfxx,18,97,red,Hungarian Horntail
Fhpwnp,0,96,red,Hungarian Horntail
Fieeuuf,1,39,white,Hungarian Horntail
Fitt,19,16,white,Hungarian Horntail
Fixdyh,1,66,blue,Hungarian Horntail
Fpnml,14,51,red,Hungarian Horntail
Fpqep,20,70,blue,Hungarian Horntail
Fpvmaupn,18,32,white,Hungarian Horntail
Fqlqmss,8,18,red,Hungarian Horntail
Fsdcmd,15,77,black,Hungarian Horntail
Ftmevu,17,91,blue,Hungarian Horntail
Fuklkx,1,31,red,Hungarian Horntail
Fva,7,92,white,Hungarian Horntail
Fxhb,8,84,blue,Hungarian Horntail
Fypypxib,7,52,black,Hungarian Horntail
Gekywvs,10,85,black,Hungarian Horntail
Ger,11,31,black,Hungarian Horntail
Ghwfltg,8,86,white,Hungarian Horntail
Ghyf,0,10,white,Hungarian Horntail
Gmia,9,21,white,Hungarian Horntail
Gnlvyr,1,98,black,Hungarian Horntail
Gtet,12,13,black,Hungarian Horntail
Gvgvg,15,59,black,Hungarian Horntail
Hajl,18,56,blue,Hungarian Horntail
Hanpsi,12,42,red,Hungarian Horntail
Hdjhtmg,19,27,black,Hungarian Horntail
Hektfx,5,66,red,Hungarian Horntail
Hfm,11,41,red,Hungarian Horntail
Hfq,2,43,white,Hungarian Horntail
Hghnpat,20,5,white,Hungarian Horntail
Hixrw,19,76,red,Hungarian Horntail
Hjbirma,8,86,black,Hungarian Horntail
Hppsv,1,32,black,Hungarian Horntail
Htimfjl,11,42,black,Hungarian Horntail
Hvt,20,58,white,Hungarian Horntail
Hwh,4,20,black,Hungarian Horntail
Iaabeqrl,0,52,red,Hungarian Horntail
Icsyfu,17,56,white,Hungarian Horntail
Iejmi,20,78,red,Hungarian Horntail
Igdrswcj,0,73,black,Hungarian Horntail
Ihkk,11,67,white,Hungarian Horntail
Iiatvd,8,100,blue,Hungarian Horntail
Ijdbhx,2,68,black,Hungarian Horntail
Ikrc,20,50,blue,Hungarian Horntail
Ilxxhf,13,41,blue,Hungarian Horntail
Imd,9,36,blue,Hungarian Horntail
Imvbi,7,56,red,Hungarian Horntail
Inl,1,33,red,Hungarian Horntail
Iovqfqcj,12,62,blue,Hungarian Horntail
Ipnstk,1,70,black,Hungarian Horntail
Ipt,0,34,blue,Hungarian Horntail
Ishkehnu,14,63,red,Hungarian Horntail
Isvyw,11,36,black,Hungarian Horntail
Isy,12,47,black,Hungarian Horntail
Itqnd,20,69,red,Hungarian Horntail
Iufi,8,41,red,Hungarian Horntail
Ivw,5,56,black,Hungarian Horntail
Iwauc,11,12,red,Hungarian Horntail
Ixfrse,5,92,white,Hungarian Horntail
Jdflawa,0,36,red,Hungarian Horntail
Jiubvty,12,23,red,Hungarian Horntail
Jmi,12,89,blue,Hungarian Horntail
Jonxgfij,17,60,blue,Hungarian Horntail
Jpkuxgmg,12,69,blue,Hungarian Horntail
Jpmsgw,12,16,red,Hungarian Horntail
Jrqkacn,15,59,blue,Hungarian Horntail
Jwuevl,14,53,white,Hungarian Horntail
Jxfji,4,53,white,Hungarian Horntail
Jxwydidl,2,32,blue,Hungarian Horntail
Kavgcgoa,6,11,red,Hungarian Horntail
Kbcmmx,20,15,red,Hungarian Horntail
Kdlohk,2,11,blue,Hungarian Horntail
Kehysnd,11,90,black,Hungarian Horntail
Kid,10,100,blue,Hungarian Horntail
Kkrc,13,84,red,Hungarian Horntail
Kmykyj,15,53,white,Hungarian Horntail
Kobjqn,6,91,blue,Hungarian Horntail
Kommqu,3,77,black,Hungarian Horntail
Koqk,20,79,red,Hungarian Horntail
Kpcqjb,1,29,black,Hungarian Horntail
Kqd,1,1,red,Hungarian Horntail
Ksxsvf,4,77,black,Hungarian Horntail
Kvpuxkt,2,56,blue,Hungarian Horntail
Kvyi,17,94,red,Hungarian Horntail
Kxapuumv,8,93,white,Hungarian Horntail
Lcdn,12,89,red,Hungarian Horntail
Lecx,14,60,white,Hungarian Horntail
Lfhl,0,19,red,Hungarian Horntail
Ljipkp,5,98,red,Hungarian Horntail
Llrrusn,17,68,red,Hungarian Horntail
Lmqokj,14,34,black,Hungarian Horntail
Lqfud,18,9,white,Hungarian Horntail
Luda,6,43,red,Hungarian Horntail
Lxwyg,8,88,blue,Hungarian Horntail
Maecl,7,18,white,Hungarian Horntail
Mawkiwfm,17,27,blue,Hungarian Horntail
Meaedx,3,75,red,Hungarian Horntail
Mfwh,20,39,black,Hungarian Horntail
Mgcy,1,54,white,Hungarian Horntail
Mhjsua,19,88,white,Hungarian Horntail
Miiurd,12,96,red,Hungarian Horntail
Mkdcuqi,1,82,red,Hungarian Horntail
Mldwi,11,87,blue,Hungarian Horntail
Mll,19,58,white,Hungarian Horntail
Mlle,14,32,white,Hungarian Horntail
Moeqlyfp,15,36,red,Hungarian Horntail
Mpkw,17,1,red,Hungarian Horntail
Mpu,19,96,blue,Hungarian Horntail
Mreli,14,55,black,Hungarian Horntail
Msbvwgp,1,46,white,Hungarian Horntail
Mvew,18,35,blue,Hungarian Horntail
Mwakrtfs,12,68,black,Hungarian Horntail
Ncuf,7,58,white,Hungarian Horntail
Ndbu,1,68,red,Hungarian Horntail
Ndgtcj,18,30,red,Hungarian Horntail
Ndknkiw,12,91,blue,Hungarian Horntail
Ndvpowl,20,34,white,Hungarian Horntail
Newdvuqs,12,13,white,Hungarian Horntail
Nhgbcci,0,9,red,Hungarian Horntail
Nipse,12,35,white,Hungarian Horntail
Njgbgvc,11,79,blue,Hungarian Horntail
Nkd,15,14,black,Hungarian Horntail
Nnh,1,17,red,Hungarian Horntail
Nnujnsm,6,76,black,Hungarian Horntail
Npekioh,2,55,blue,Hungarian Horntail
Ntwsa,13,7,black,Hungarian Horntail
Nvwxc,2,21,white,Hungarian Horntail
Odtaseqi,8,44,black,Hungarian Horntail
Oesv,4,25,red,Hungarian Horntail
Oetjssfy,18,94,blue,Hungarian Horntail
Ofgn,2,31,white,Hungarian Horntail
Ogitwhf,19,48,red,Hungarian Horntail
Ognkf,10,17,black,Hungarian Horntail
Oha,7,65,black,Hungarian Horntail
Ohmnmuky,15,65,black,Hungarian Horntail
Ohsil,4,53,black,Hungarian Horntail
Oik,20,78,white,Hungarian Horntail
Okwdmle,17,47,blue,Hungarian Horntail
Olwpf,17,30,white,Hungarian Horntail
Omk,4,73,black,Hungarian Horntail
Onvucm,0,22,white,Hungarian Horntail
