Name, Size, Age, Color, Breed
Lljflo,7,34,red,Peruvian Vipertooth
Tsn,13,34,blue,Peruvian Vipertooth
Pgh,10,34,red,Romanian Longhorn
Uhslehn,4,34,black,Romanian Longhorn
Yfcs,1,34,blue,Romanian Longhorn
Bbnwy,7,34,white,Swedish Short-Snout
Cfhih,10,34,black,Swedish Short-Snout
Dvnspoaf,8,34,red,Swedish Short-Snout
Iwsm,13,34,white,Swedish Short-Snout
Rtl,2,34,black,Swedish Short-Snout
Thkhw,18,34,blue,Swedish Short-Snout
Wnvl,11,34,blue,Ukrainian Ironbelly
Ervyxg,17,35,blue,Antipodean Opaleye
Sigd,3,35,black,Antipodean Opaleye
Xqxu,8,35,red,Antipodean Opaleye
Cgrak,2,35,red,Chinese Fireball
Fivvou,5,35,black,Chinese Fireball
Fjt,5,35,black,Chinese Fireball
Hbuflerm,4,35,black,Chinese Fireball
Ccp,10,35,red,Common Welsh Green
Mitxp,12,35,black,Common Welsh Green
Tbdoli,19,35,white,Common Welsh Green
Vipm,10,35,red,Common Welsh Green
Vsnoiqn,4,35,white,Common Welsh Green
Arfksi,1,35,white,Hebridean Black
Bjvuwayt,16,35,red,Hebridean Black
Hbfppkn,17,35,white,Hebridean Black
Jvykrxd,9,35,red,Hebridean Black
Svew,1,35,white,Hebridean Black
Vnonub,0,35,black,Hebridean Black
Ergik,17,35,white,Hungarian Horntail
Mvew,18,35,blue,Hungarian Horntail
Nipse,12,35,white,Hungarian Horntail
Srobq,6,35,black,Hungarian Horntail
Dbmrd,7,35,black,Norwegian Ridgeback
Nhhacel,15,35,white,Norwegian Ridgeback
Otadu,14,35,black,Norwegian Ridgeback
Povc,9,35,black,Norwegian Ridgeback
Gyll,13,35,blue,Peruvian Vipertooth
Hfbj,13,35,blue,Peruvian Vipertooth
Mfexgb,11,35,white,Peruvian Vipertooth
Pwmowwvr,6,35,red,Peruvian Vipertooth
Sgmgyyxr,17,35,red,Peruvian Vipertooth
Tpy,9,35,red,Peruvian Vipertooth
Axn,4,35,black,Romanian Longhorn
Mkane,8,35,blue,Romanian Longhorn
Fgodyiy,7,35,red,Swedish Short-Snout
Dveetgi,6,35,black,Ukrainian Ironbelly
Plpave,12,35,white,Ukrainian Ironbelly
Acui,15,36,black,Antipodean Opaleye
Bpvexm,6,36,white,Antipodean Opaleye
Gify,5,36,white,Antipodean Opaleye
Jmvfdkx,14,36,blue,Antipodean Opaleye
Owsrjt,16,36,red,Antipodean Opaleye
Qcfjup,5,36,white,Antipodean Opaleye
Tcg,5,36,black,Antipodean Opaleye
Utqvab,20,36,black,Antipodean Opaleye
Xpxid,13,36,red,Antipodean Opaleye
Coawwks,4,36,white,Chinese Fireball
Qybyg,3,36,white,Chinese Fireball
Fimxparw,4,36,red,Common Welsh Green
Afa,11,36,white,Hebridean Black
Alil,4,36,red,Hebridean Black
Ierhgen,13,36,white,Hebridean Black
Kowqvr,17,36,black,Hebridean Black
Kwpqspx,20,36,red,Hebridean Black
Lwncjvqk,9,36,black,Hebridean Black
Pdce,8,36,blue,Hebridean Black
Uobhssg,19,36,white,Hebridean Black
Imd,9,36,blue,Hungarian Horntail
Isvyw,11,36,black,Hungarian Horntail
Jdflawa,0,36,red,Hungarian Horntail
Moeqlyfp,15,36,red,Hungarian Horntail
Qtrhoxub,11,36,white,Hungarian Horntail
Sspem,0,36,white,Hungarian Horntail
Asuajpvt,5,36,red,Norwegian Ridgeback
Cfuke,5,36,white,Norwegian Ridgeback
Irjbed,14,36,white,Norwegian Ridgeback
Nlxsl,5,36,white,Norwegian Ridgeback
Ayg,2,36,white,Peruvian Vipertooth
Kdwhh,12,36,white,Peruvian Vipertooth
Rupgpxgt,11,36,blue,Peruvian Vipertooth
Cnu,19,36,black,Romanian Longhorn
Evou,16,36,blue,Romanian Longhorn
Iibhlkme,2,36,red,Romanian Longhorn
Nxmstqml,18,36,blue,Romanian Longhorn
Rpmvafr,4,36,blue,Romanian Longhorn
Rwv,0,36,red,Romanian Longhorn
Wpx,8,36,red,Romanian Longhorn
Aeni,3,36,red,Swedish Short-Snout
Bvhiweka,9,36,red,Swedish Short-Snout
Klfw,1,36,blue,Swedish Short-Snout
Ragivnr,0,36,black,Swedish Short-Snout
Ixadaq,14,36,black,Ukrainian Ironbelly
Pcras,1,36,black,Ukrainian Ironbelly
Bdjjitg,12,37,black,Antipodean Opaleye
Bhdkmr,9,37,red,Antipodean Opaleye
Hehi,1,37,white,Antipodean Opaleye
Lwbfjf,16,37,red,Antipodean Opaleye
Srvkrao,11,37,white,Antipodean Opaleye
Whwgsoqk,17,37,red,Antipodean Opaleye
Yjkc,3,37,red,Antipodean Opaleye
Ewh,11,37,black,Chinese Fireball
Kjyqiym,1,37,black,Chinese Fireball
Nqkubki,9,37,red,Chinese Fireball
Bgf,8,37,blue,Common Welsh Green
Ghcd,9,37,white,Common Welsh Green
Qbojppwg,8,37,blue,Common Welsh Green
Vqhtnpg,7,37,red,Common Welsh Green
Adub,15,37,black,Hebridean Black
Fhwvvj,15,37,blue,Hebridean Black
Rdg,14,37,blue,Hebridean Black
Sry,17,37,black,Hebridean Black
Uifvt,13,37,white,Hebridean Black
Anjv,15,37,blue,Hungarian Horntail
Skp,16,37,white,Hungarian Horntail
Vypgcjg,15,37,blue,Hungarian Horntail
Tflqqox,13,37,red,Norwegian Ridgeback
Dcm,20,37,white,Peruvian Vipertooth
Ety,4,37,white,Peruvian Vipertooth
Kidnss,7,37,black,Peruvian Vipertooth
Logp,4,37,blue,Peruvian Vipertooth
Mxwnimm,19,37,red,Peruvian Vipertooth
Tses,17,37,white,Peruvian Vipertooth
Uijsvr,7,37,black,Peruvian Vipertooth
Uojbix,9,37,white,Peruvian Vipertooth
Vcivw,0,37,black,Peruvian Vipertooth
Auyvi,3,37,white,Romanian Longhorn
Btyjgnm,8,37,white,Romanian Longhorn
Gghd,7,37,blue,Romanian Longhorn
Jyigulxr,17,37,black,Romanian Longhorn
Mkvrlkb,17,37,blue,Romanian Longhorn
Mou,12,37,black,Romanian Longhorn
Ruhs,17,37,blue,Romanian Longhorn
Xpkpht,10,37,black,Romanian Longhorn
Wuuynqod,4,37,white,Swedish Short-Snout
Wfdsrqdo,17,37,white,Ukrainian Ironbelly
Euevt,20,38,blue,Antipodean Opaleye
Ihvcw,1,38,blue,Antipodean Opaleye
Mmealq,6,38,black,Antipodean Opaleye
Oihvfji,19,38,blue,Antipodean Opaleye
Qle,7,38,red,Antipodean Opaleye
Rkjdjpkg,9,38,red,Antipodean Opaleye
Wfrdncn,2,38,black,Antipodean Opaleye
Axpbpexs,15,38,red,Chinese Fireball
Dhrpnqq,5,38,white,Chinese Fireball
Dsgtcd,3,38,black,Chinese Fireball
Pobxq,15,38,blue,Chinese Fireball
Uoqpkxa,18,38,white,Chinese Fireball
Ioyl,4,38,black,Common Welsh Green
Lvdxuni,20,38,white,Common Welsh Green
Rjecvv,10,38,black,Common Welsh Green
Vpdv,13,38,white,Common Welsh Green
Xusxpk,10,38,black,Common Welsh Green
Xwrul,3,38,red,Common Welsh Green
Jdt,5,38,black,Hebridean Black
Nctrebcq,8,38,blue,Hebridean Black
Niqmywr,13,38,blue,Hebridean Black
Okfxafen,0,38,black,Hebridean Black
Tbdf,12,38,white,Hebridean Black
Xhd,2,38,blue,Hebridean Black
Xnt,4,38,red,Hebridean Black
Ufmra,12,38,black,Hungarian Horntail
Uydunvh,19,38,white,Hungarian Horntail
Xpkuk,18,38,black,Hungarian Horntail
Cnjdcr,11,38,red,Norwegian Ridgeback
Gqgkuxl,1,38,black,Norwegian Ridgeback
Scyabdoq,19,38,white,Norwegian Ridgeback
Xnirxec,3,38,blue,Norwegian Ridgeback
Hqyoheep,15,38,red,Peruvian Vipertooth
Vhmcjo,11,38,blue,Peruvian Vipertooth
Djiijmeu,8,38,blue,Romanian Longhorn
Srkhbn,2,38,red,Romanian Longhorn
Xon,10,38,black,Romanian Longhorn
Ccvut,12,38,white,Swedish Short-Snout
Eyy,19,38,blue,Swedish Short-Snout
Fwlmyg,12,38,white,Swedish Short-Snout
Kiicqk,15,38,white,Swedish Short-Snout
Lakejja,10,38,black,Swedish Short-Snout
Msr,19,38,white,Swedish Short-Snout
Uheh,20,38,blue,Swedish Short-Snout
Gywh,1,38,blue,Ukrainian Ironbelly
Tpxocrwh,6,38,red,Ukrainian Ironbelly
Yyv,6,38,white,Ukrainian Ironbelly
Bwqlmn,6,39,black,Antipodean Opaleye
Glfedb,7,39,blue,Antipodean Opaleye
Hxhxwyqr,14,39,red,Antipodean Opaleye
Qvj,1,39,white,Antipodean Opaleye
Gnv,10,39,black,Chinese Fireball
Hkm,7,39,red,Chinese Fireball
Hpmqjv,18,39,white,Chinese Fireball
Ckbwf,0,39,blue,Common Welsh Green
Hypy,2,39,white,Common Welsh Green
Jyplyqxk,18,39,black,Common Welsh Green
Eoaprb,10,39,blue,Hebridean Black
Eppwojhv,2,39,white,Hebridean Black
Jukyaikx,17,39,black,Hebridean Black
Okbff,6,39,white,Hebridean Black
Qusoau,18,39,red,Hebridean Black
Racbsj,2,39,white,Hebridean Black
Slciygy,11,39,black,Hebridean Black
Tqty,2,39,white,Hebridean Black
Fieeuuf,1,39,white,Hungarian Horntail
Mfwh,20,39,black,Hungarian Horntail
Relpahwk,2,39,black,Hungarian Horntail
Dwek,7,39,white,Norwegian Ridgeback
Gmk,9,39,black,Norwegian Ridgeback
Nsdmb,10,39,black,Norwegian Ridgeback
Sajywv,4,39,blue,Norwegian Ridgeback
Vwauwo,3,39,white,Norwegian Ridgeback
Wunr,14,39,blue,Norwegian Ridgeback
Cisyxwv,13,39,black,Peruvian Vipertooth
Suuoqgdy,0,39,black,Peruvian Vipertooth
Xtgbdix,18,39,white,Peruvian Vipertooth
Hwyjsl,20,39,black,Romanian Longhorn
Iky,10,39,blue,Romanian Longhorn
Rcar,10,39,black,Romanian Longhorn
Vbr,15,39,white,Romanian Longhorn
Nvsvhwod,0,39,red,Swedish Short-Snout
Pdovwv,6,39,blue,Swedish Short-Snout
Uhrboob,0,39,blue,Swedish Short-Snout
Wkt,15,39,red,Swedish Short-Snout
Ycqgt,11,39,white,Swedish Short-Snout
Agifyx,15,39,blue,Ukrainian Ironbelly
Fyacy,5,39,red,Ukrainian Ironbelly
Lnge,0,39,white,Ukrainian Ironbelly
Yheyewm,12,39,black,Ukrainian Ironbelly
Lsmvpnym,3,40,white,Antipodean Opaleye
Sbkir,18,40,red,Antipodean Opaleye
Sfce,8,40,red,Antipodean Opaleye
Xlkmdr,8,40,white,Antipodean Opaleye
Awkpum,1,40,black,Chinese Fireball
Ieqovvey,10,40,black,Chinese Fireball
Herobhxs,10,40,blue,Common Welsh Green
Knbgaud,15,40,black,Common Welsh Green
Lqaxm,4,40,white,Common Welsh Green
Bkmn,20,40,red,Hebridean Black
Dxvvot,6,40,red,Hebridean Black
Fosqdi,5,40,black,Hebridean Black
Jmln,5,40,blue,Hebridean Black
Leupqaa,9,40,white,Hebridean Black
Mxxhrb,8,40,white,Hebridean Black
Nxiakx,19,40,blue,Hebridean Black
Rdm,4,40,white,Hebridean Black
Xms,7,40,white,Hebridean Black
Acstfuld,13,40,blue,Hungarian Horntail
Wiwrl,1,40,white,Hungarian Horntail
Yvo,14,40,white,Hungarian Horntail
Pssc,14,40,blue,Norwegian Ridgeback
Rcly,8,40,white,Norwegian Ridgeback
Vhc,7,40,white,Norwegian Ridgeback
Gpwd,10,40,red,Peruvian Vipertooth
Ktj,19,40,red,Peruvian Vipertooth
Midk,6,40,black,Peruvian Vipertooth
Qlq,11,40,blue,Peruvian Vipertooth
Vsturhn,7,40,white,Peruvian Vipertooth
Xcb,7,40,white,Peruvian Vipertooth
Xiscidlc,10,40,red,Peruvian Vipertooth
Ekuawsq,9,40,black,Romanian Longhorn
Jjk,13,40,black,Romanian Longhorn
Bjehg,9,40,black,Swedish Short-Snout
Lvj,13,40,red,Swedish Short-Snout
Trrlp,0,40,blue,Swedish Short-Snout
Jodonckn,10,40,blue,Ukrainian Ironbelly
Linllscf,20,40,red,Ukrainian Ironbelly
Qgcw,3,40,white,Ukrainian Ironbelly
Ghrsx,12,41,red,Antipodean Opaleye
Jmuufdk,1,41,red,Antipodean Opaleye
Tik,8,41,red,Antipodean Opaleye
Adymatpw,16,41,black,Chinese Fireball
Equ,10,41,black,Chinese Fireball
Frh,13,41,red,Chinese Fireball
Jyh,8,41,black,Chinese Fireball
Qpnr,8,41,white,Chinese Fireball
Rvnyf,7,41,black,Chinese Fireball
Wugx,13,41,white,Chinese Fireball
Iiarr,5,41,blue,Common Welsh Green
Knnvm,4,41,blue,Common Welsh Green
Ucnq,18,41,blue,Common Welsh Green
Aolb,18,41,blue,Hebridean Black
Ddrqp,5,41,red,Hebridean Black
Ejphwfqo,5,41,blue,Hebridean Black
Gpufub,2,41,blue,Hebridean Black
Jcoyv,1,41,blue,Hebridean Black
Yrxgx,14,41,red,Hebridean Black
Dku,7,41,black,Hungarian Horntail
Hfm,11,41,red,Hungarian Horntail
Ilxxhf,13,41,blue,Hungarian Horntail
Iufi,8,41,red,Hungarian Horntail
Ycdoksg,1,41,white,Hungarian Horntail
Fjm,2,41,red,Norwegian Ridgeback
Ofr,15,41,white,Norwegian Ridgeback
Peca,13,41,white,Norwegian Ridgeback
Qrepbitr,9,41,white,Norwegian Ridgeback
Teeim,3,41,blue,Norwegian Ridgeback
Ftemb,2,41,red,Peruvian Vipertooth
Lpohjta,12,41,red,Peruvian Vipertooth
Tqfv,14,41,white,Peruvian Vipertooth
Veirgrvf,1,41,red,Peruvian Vipertooth
Ept,12,41,white,Romanian Longhorn
Gmq,19,41,white,Romanian Longhorn
Qmkhdgtm,2,41,black,Romanian Longhorn
Cljhinkd,19,41,red,Swedish Short-Snout
Qmrk,5,41,white,Swedish Short-Snout
Waxm,0,41,blue,Swedish Short-Snout
Wnod,15,41,black,Swedish Short-Snout
Jplbbk,16,41,black,Ukrainian Ironbelly
Xudemudi,2,41,black,Ukrainian Ironbelly
Fnd,7,42,black,Antipodean Opaleye
Pdmwrmq,4,42,black,Chinese Fireball
Vcia,15,42,red,Chinese Fireball
Vhmf,10,42,white,Chinese Fireball
Abekxuav,5,42,white,Common Welsh Green
Aksyykd,12,42,blue,Common Welsh Green
Isgrahb,5,42,black,Common Welsh Green
Lpogn,7,42,white,Common Welsh Green
Mohjkvot,5,42,blue,Common Welsh Green
Omapeibg,14,42,red,Common Welsh Green
Gtp,9,42,black,Hebridean Black
Hrdv,1,42,red,Hebridean Black
Ivkkusf,11,42,white,Hebridean Black
Rjswc,0,42,black,Hebridean Black
Uwhq,5,42,black,Hebridean Black
Uyvkya,12,42,black,Hebridean Black
Yydbmeb,19,42,red,Hebridean Black
Dgl,3,42,white,Hungarian Horntail
Hanpsi,12,42,red,Hungarian Horntail
Htimfjl,11,42,black,Hungarian Horntail
Rpq,19,42,blue,Hungarian Horntail
Wro,12,42,blue,Hungarian Horntail
Doruroy,11,42,blue,Norwegian Ridgeback
Fqjxlfym,0,42,blue,Norwegian Ridgeback
Uexvb,14,42,white,Norwegian Ridgeback
Bdcxghfn,12,42,red,Peruvian Vipertooth
Vff,2,42,white,Peruvian Vipertooth
Yuh,12,42,black,Peruvian Vipertooth
Oefnab,18,42,white,Romanian Longhorn
Vfiferb,6,42,white,Romanian Longhorn
Bvqv,18,42,black,Swedish Short-Snout
Gmcx,16,42,white,Swedish Short-Snout
Lnmx,10,42,black,Swedish Short-Snout
Yujfqv,5,42,black,Swedish Short-Snout
Eayjim,2,42,red,Ukrainian Ironbelly
Fcwr,3,42,red,Ukrainian Ironbelly
Kyakcsb,17,42,red,Ukrainian Ironbelly
Qsyqlv,14,42,blue,Ukrainian Ironbelly
Thyp,10,42,blue,Ukrainian Ironbelly
Vtaeoj,8,42,white,Ukrainian Ironbelly
Umdur,4,43,red,Antipodean Opaleye
Urbmlrb,2,43,white,Antipodean Opaleye
Dvobubh,6,43,white,Chinese Fireball
Jsaycxaf,14,43,red,Chinese Fireball
Qgcwrru,5,43,blue,Chinese Fireball
Rdri,13,43,red,Common Welsh Green
Yxh,9,43,black,Common Welsh Green
Dqakko,3,43,black,Hebridean Black
Sqh,19,43,red,Hebridean Black
Thrrwknq,9,43,black,Hebridean Black
Ckyxtp,15,43,blue,Hungarian Horntail
Hfq,2,43,white,Hungarian Horntail
Luda,6,43,red,Hungarian Horntail
Ranhdpcs,2,43,white,Hungarian Horntail
Xgn,16,43,blue,Hungarian Horntail
Ikpqjd,3,43,blue,Norwegian Ridgeback
Lkhgo,0,43,black,Norwegian Ridgeback
Lqfndek,10,43,red,Norwegian Ridgeback
Yuxfjw,8,43,black,Norwegian Ridgeback
Laoa,17,43,black,Peruvian Vipertooth
Nwxagx,5,43,blue,Peruvian Vipertooth
Obmknm,3,43,blue,Peruvian Vipertooth
Ogpvcrce,11,43,red,Peruvian Vipertooth
Xjir,15,43,white,Peruvian Vipertooth
Dgkoex,4,43,blue,Romanian Longhorn
Kusiwab,2,43,black,Romanian Longhorn
Llkp,11,43,blue,Romanian Longhorn
Rejwns,15,43,black,Romanian Longhorn
Tfat,19,43,blue,Romanian Longhorn
Bec,16,43,black,Swedish Short-Snout
Gaiqmk,16,43,black,Swedish Short-Snout
Gbetliku,8,43,black,Swedish Short-Snout
Ofgcw,14,43,black,Swedish Short-Snout
Oqiqnxsg,7,43,red,Swedish Short-Snout
Pfeumb,20,43,black,Swedish Short-Snout
Bqq,6,43,red,Ukrainian Ironbelly
Salb,1,43,white,Ukrainian Ironbelly
Jmu,11,44,white,Antipodean Opaleye
Ljyec,9,44,black,Antipodean Opaleye
Ojhkw,0,44,white,Antipodean Opaleye
Xwaxsvqt,13,44,white,Antipodean Opaleye
Ciyeppcp,3,44,white,Chinese Fireball
Drjn,9,44,blue,Chinese Fireball
Fefpf,11,44,blue,Chinese Fireball
Jxlejgrq,20,44,black,Chinese Fireball
Npbvy,3,44,red,Chinese Fireball
Yiyyuyk,16,44,black,Chinese Fireball
Asyy,3,44,black,Common Welsh Green
Gkymsxtc,17,44,black,Common Welsh Green
Wcy,4,44,black,Common Welsh Green
Xqdlmh,5,44,red,Common Welsh Green
Gcvgp,3,44,white,Hebridean Black
Kulwsiu,3,44,white,Hebridean Black
Lmabhg,8,44,white,Hebridean Black
Tiwh,19,44,white,Hebridean Black
Ypqjtl,7,44,red,Hebridean Black
Bbpd,6,44,black,Hungarian Horntail
Daboiexp,10,44,red,Hungarian Horntail
Odtaseqi,8,44,black,Hungarian Horntail
Qcmq,19,44,red,Hungarian Horntail
Slrimlw,8,44,black,Hungarian Horntail
Ssb,11,44,blue,Hungarian Horntail
Cxedogr,10,44,red,Peruvian Vipertooth
Dhxnyml,10,44,blue,Peruvian Vipertooth
Fdx,10,44,red,Peruvian Vipertooth
Fglqupb,11,44,black,Peruvian Vipertooth
Ggojhodr,18,44,red,Peruvian Vipertooth
Hxvvk,14,44,blue,Peruvian Vipertooth
Icxugky,0,44,black,Peruvian Vipertooth
Ien,16,44,white,Peruvian Vipertooth
Xxy,17,44,black,Peruvian Vipertooth
Aifyy,7,44,white,Romanian Longhorn
Deohmcd,4,44,red,Romanian Longhorn
Dqilt,18,44,white,Romanian Longhorn
Fnbyuc,11,44,blue,Romanian Longhorn
Ihv,20,44,black,Romanian Longhorn
Jng,18,44,red,Romanian Longhorn
Kgebrw,18,44,blue,Romanian Longhorn
Ksq,6,44,red,Romanian Longhorn
Rbghkn,1,44,blue,Romanian Longhorn
Toeqk,18,44,blue,Romanian Longhorn
Adaeib,19,44,black,Swedish Short-Snout
Aimufef,15,44,white,Swedish Short-Snout
Fytcuc,17,44,black,Swedish Short-Snout
Sbw,16,44,black,Swedish Short-Snout
Kcjfi,17,44,blue,Ukrainian Ironbelly
Bhsm,9,45,black,Antipodean Opaleye
Fcuk,14,45,white,Antipodean Opaleye
Hpqtdob,17,45,blue,Antipodean Opaleye
Qhhmm,10,45,blue,Antipodean Opaleye
Qpspw,13,45,red,Antipodean Opaleye
Utp,5,45,white,Antipodean Opaleye
Bvojof,3,45,blue,Chinese Fireball
Cqgpko,18,45,black,Chinese Fireball
Cvefy,13,45,white,Chinese Fireball
Gnqqcqee,7,45,red,Chinese Fireball
Pftvlfiv,11,45,white,Chinese Fireball
Gqenm,1,45,white,Common Welsh Green
Baci,11,45,blue,Hebridean Black
Bnd,3,45,red,Hebridean Black
Iog,3,45,blue,Hebridean Black
Kiatu,8,45,blue,Hebridean Black
Ltpni,15,45,white,Hebridean Black
Usevf,6,45,red,Hebridean Black
Bvuoyyrp,3,45,red,Hungarian Horntail
Ppj,12,45,red,Hungarian Horntail
Bosa,14,45,blue,Norwegian Ridgeback
Dectd,20,45,black,Peruvian Vipertooth
Ntev,5,45,red,Peruvian Vipertooth
Vsd,8,45,white,Peruvian Vipertooth
Caofyhli,19,45,red,Romanian Longhorn
Scafxtbo,14,45,black,Romanian Longhorn
Uwjvla,19,45,black,Romanian Longhorn
Xffml,2,45,white,Romanian Longhorn
Bkokfxp,19,45,white,Swedish Short-Snout
Puawkq,9,45,white,Swedish Short-Snout
Rxtg,0,45,blue,Swedish Short-Snout
Ywbbbg,19,45,white,Swedish Short-Snout
Ahvr,18,45,white,Ukrainian Ironbelly
Avfi,8,45,black,Ukrainian Ironbelly
Bxcxcwx,18,45,black,Ukrainian Ironbelly
Fbdc,0,45,blue,Ukrainian Ironbelly
Osuyvv,4,45,black,Ukrainian Ironbelly
Rjjthuy,4,45,black,Ukrainian Ironbelly
Sva,1,45,red,Ukrainian Ironbelly
Uqdpao,20,45,white,Ukrainian Ironbelly
Peno,18,46,blue,Antipodean Opaleye
Tdsixx,20,46,white,Antipodean Opaleye
Tyjidwt,13,46,blue,Antipodean Opaleye
Vlqktg,4,46,red,Antipodean Opaleye
Wefrkqt,5,46,white,Antipodean Opaleye
Jucpcir,5,46,white,Chinese Fireball
Lvemo,11,46,black,Chinese Fireball
Lwjo,17,46,black,Chinese Fireball
Vjoal,3,46,white,Chinese Fireball
Jcpj,10,46,black,Common Welsh Green
Chme,14,46,red,Hebridean Black
Edu,12,46,black,Hungarian Horntail
Msbvwgp,1,46,white,Hungarian Horntail
Ityfnmt,6,46,blue,Norwegian Ridgeback
Jmif,14,46,red,Norwegian Ridgeback
Ljpbvfkc,10,46,black,Norwegian Ridgeback
Okncmoht,15,46,white,Norwegian Ridgeback
Thodhxqr,7,46,white,Norwegian Ridgeback
Wixlqwvg,2,46,red,Norwegian Ridgeback
Bqe,1,46,white,Peruvian Vipertooth
Otqkx,8,46,black,Peruvian Vipertooth
Acekyu,9,46,black,Romanian Longhorn
Mabsdirr,16,46,white,Romanian Longhorn
Rmw,12,46,red,Romanian Longhorn
Utyp,19,46,blue,Romanian Longhorn
Yfmlfx,19,46,black,Romanian Longhorn
Hjvjtdhi,10,46,black,Swedish Short-Snout
Jqfsunmv,7,46,white,Swedish Short-Snout
Mmitbky,0,46,blue,Swedish Short-Snout
Rvvr,11,46,red,Swedish Short-Snout
Fhc,9,46,white,Ukrainian Ironbelly
Nljrvl,18,46,white,Ukrainian Ironbelly
Uynjx,8,46,red,Ukrainian Ironbelly
Hhe,15,47,red,Antipodean Opaleye
Iaryvql,8,47,blue,Antipodean Opaleye
Ujkjb,17,47,blue,Antipodean Opaleye
Dvviag,3,47,red,Chinese Fireball
Ipvyyvwe,5,47,white,Chinese Fireball
Nyncdxxs,12,47,red,Chinese Fireball
Txmwxa,18,47,red,Chinese Fireball
Wpmvst,15,47,blue,Chinese Fireball
Njqfuy,9,47,blue,Common Welsh Green
Wbbkifsx,10,47,black,Common Welsh Green
Xtplmd,6,47,white,Common Welsh Green
Ynowiuch,19,47,black,Common Welsh Green
Eblcru,11,47,white,Hebridean Black
Gwc,20,47,white,Hebridean Black
Pltswm,18,47,red,Hebridean Black
Yqfpg,14,47,white,Hebridean Black
Aetyysq,15,47,white,Hungarian Horntail
Isy,12,47,black,Hungarian Horntail
Okwdmle,17,47,blue,Hungarian Horntail
Ukthmjvl,12,47,black,Hungarian Horntail
Vfyy,12,47,black,Hungarian Horntail
Mbyyo,1,47,red,Norwegian Ridgeback
Pnyj,1,47,red,Norwegian Ridgeback
Ygvp,9,47,white,Norwegian Ridgeback
Aubmsgmi,5,47,blue,Peruvian Vipertooth
Awfm,11,47,blue,Peruvian Vipertooth
Mdjp,16,47,red,Peruvian Vipertooth
Gcv,18,47,white,Romanian Longhorn
Hveptsk,1,47,blue,Romanian Longhorn
Iplg,0,47,black,Romanian Longhorn
Phbroj,17,47,blue,Romanian Longhorn
Yqjgkifm,15,47,blue,Romanian Longhorn
Dejtrdgp,16,47,red,Swedish Short-Snout
Didxk,18,47,blue,Swedish Short-Snout
Kjcs,7,47,black,Swedish Short-Snout
Wknaqe,19,47,white,Swedish Short-Snout
Xrsqhee,0,47,black,Swedish Short-Snout
Bhvhdu,9,47,black,Ukrainian Ironbelly
Bqab,20,47,red,Ukrainian Ironbelly
Mplpjj,5,47,white,Ukrainian Ironbelly
Phlsnx,20,47,red,Ukrainian Ironbelly
Sex,12,47,red,Ukrainian Ironbelly
Tgovci,11,47,blue,Ukrainian Ironbelly
Djagvhhl,19,48,blue,Antipodean Opaleye
Iutnmd,7,48,black,Antipodean Opaleye
Kjwg,14,48,black,Antipodean Opaleye
Vlvhxfu,9,48,white,Antipodean Opaleye
Yymieme,0,48,red,Antipodean Opaleye
Bulgj,18,48,red,Chinese Fireball
Qhy,15,48,white,Chinese Fireball
Utaj,11,48,white,Chinese Fireball
Bmlkw,8,48,white,Common Welsh Green
Ojdvlc,8,48,red,Common Welsh Green
Pcskr,8,48,red,Common Welsh Green
Dyfvuqa,9,48,blue,Hebridean Black
Mja,12,48,red,Hebridean Black
Ogitwhf,19,48,red,Hungarian Horntail
Xicmftq,4,48,black,Hungarian Horntail
Xldxok,18,48,white,Hungarian Horntail
Dklu,10,48,white,Norwegian Ridgeback
Eitj,14,48,blue,Norwegian Ridgeback
Iexn,17,48,black,Norwegian Ridgeback
Knj,6,48,red,Norwegian Ridgeback
Pxhlpsy,10,48,white,Norwegian Ridgeback
Qcb,0,48,red,Norwegian Ridgeback
Sgo,1,48,red,Peruvian Vipertooth
Trslgkjh,17,48,blue,Peruvian Vipertooth
Ujfpwvp,9,48,white,Peruvian Vipertooth
Upobmumb,15,48,white,Peruvian Vipertooth
Yhnyxmeu,1,48,red,Peruvian Vipertooth
Babojeg,20,48,blue,Romanian Longhorn
Icfibj,9,48,black,Romanian Longhorn
Brdrniip,19,48,red,Swedish Short-Snout
Jhixcpcw,15,48,red,Swedish Short-Snout
Tfpl,5,48,red,Swedish Short-Snout
Wkjmwpo,0,48,black,Swedish Short-Snout
Bmmrg,5,48,red,Ukrainian Ironbelly
Ryeer,10,48,black,Ukrainian Ironbelly
Cpntxwat,8,49,blue,Antipodean Opaleye
Eytnss,2,49,red,Antipodean Opaleye
Ihedwmg,11,49,white,Antipodean Opaleye
Qqpltklb,4,49,white,Antipodean Opaleye
Ryhpmnv,8,49,blue,Antipodean Opaleye
Vcbuyctu,19,49,white,Antipodean Opaleye
Atjtvpma,10,49,white,Chinese Fireball
Ddeshkw,1,49,blue,Chinese Fireball
Dgxx,9,49,white,Chinese Fireball
Evb,8,49,white,Chinese Fireball
Giugsq,3,49,red,Chinese Fireball
Mina,10,49,blue,Chinese Fireball
Paxpgc,2,49,white,Chinese Fireball
Qew,12,49,black,Chinese Fireball
Vlfybfnv,1,49,red,Chinese Fireball
Xlpoafh,20,49,white,Chinese Fireball
Xmtygiw,17,49,black,Chinese Fireball
Bkt,0,49,blue,Common Welsh Green
Rhduwog,14,49,white,Common Welsh Green
Wsrskd,14,49,black,Common Welsh Green
